"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"Marcetia taxifolia","Marcetia","","taxifolia",NA,NA,"","","tro-20300117",TRUE,"1.1","Accepted","Melastomataceae","Marcetia","","taxifolia","","","(A. St.-Hil.) DC.","tro-20300117","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Miconia irwinii","Miconia","","irwinii",NA,NA,"","","tro-50172538",TRUE,"1.1","Accepted","Melastomataceae","Miconia","","irwinii","","","Wurdack","tro-50172538","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Miconia rubiginosa","Miconia","","rubiginosa",NA,NA,"","","tro-20300179",TRUE,"1.1","Accepted","Melastomataceae","Miconia","","rubiginosa","","","(Bonpl.) DC.","tro-20300179","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Microlicia amplexicaulis","Microlicia","","amplexicaulis",NA,NA,"","","tro-20301387",TRUE,"1.1","Unresolved","Melastomataceae","Microlicia","","amplexicaulis","","","Cogn.","tro-20301387","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Microlicia cardiophora","Microlicia","","cardiophora",NA,NA,"","","tro-20301395",TRUE,"1.1","Accepted","Melastomataceae","Microlicia","","cardiophora","","","Naudin","tro-20301395","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Microlicia caryophylla","Microlicia","","caryophylla",NA,NA,"","","",FALSE,"1.1","","","Microlicia","","caryophylla",NA,"","","","",FALSE,FALSE,FALSE,2020-04-30,"Genus"
"Pleroma heteromalla","Pleroma","","heteromalla",NA,NA,"","","tro-50187192",TRUE,"1.1","Synonym","Melastomataceae","Tibouchina","","heteromalla","","","(D. Don) Cogn.","tro-50257594","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Siphanthera arenaria","Siphanthera","","arenaria",NA,NA,"","","tro-20301622",TRUE,"1.1","Accepted","Melastomataceae","Siphanthera","","arenaria","","","(DC.) Cogn.","tro-20301622","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Campomanesia pubescens","Campomanesia","","pubescens",NA,NA,"","","kew-33226",TRUE,"1.1","Accepted","Myrtaceae","Campomanesia","","pubescens","","","(Mart. ex DC.) O.Berg","kew-33226","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Eugenia sp","Eugenia","","sp",NA,NA,"","","",FALSE,"1.1","","","Eugenia","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-30,"Genus"
"Myrcia guianensis","Myrcia","","guianensis",NA,NA,"","","kew-131274",TRUE,"1.1","Accepted","Myrtaceae","Myrcia","","guianensis","","","(Aubl.) DC.","kew-131274","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Myrtus communis","Myrtus","","communis",NA,NA,"","","kew-132410",TRUE,"1.1","Accepted","Myrtaceae","Myrtus","","communis","","","L.","kew-132410","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Circaea lutetiana","Circaea","","lutetiana",NA,NA,"","","kew-2721837",TRUE,"1.1","Accepted","Onagraceae","Circaea","","lutetiana","","","L.","kew-2721837","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Epilobium montanum","Epilobium","","montanum",NA,NA,"","","kew-2790730",TRUE,"1.1","Accepted","Onagraceae","Epilobium","","montanum","","","L.","kew-2790730","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Fuchsia magellanica","Fuchsia","","magellanica",NA,NA,"","","kew-2814960",TRUE,"1.1","Accepted","Onagraceae","Fuchsia","","magellanica","","","Lam.","kew-2814960","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Oenothera biennis","Oenothera","","biennis",NA,NA,"","","kew-2399189",TRUE,"1.1","Accepted","Onagraceae","Oenothera","","biennis","","","L.","kew-2399189","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Oenothera cambrica","Oenothera","","cambrica",NA,NA,"","","kew-2399135",TRUE,"1.1","Unresolved","Onagraceae","Oenothera","","cambrica","","","Rostański","kew-2399135","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Oenothera rosea","Oenothera","","rosea",NA,NA,"","","kew-2399573",TRUE,"1.1","Accepted","Onagraceae","Oenothera","","rosea","","","L'Hér. ex Aiton","kew-2399573","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Oenothera speciosa","Oenothera","","speciosa",NA,NA,"","","kew-2399493",TRUE,"1.1","Accepted","Onagraceae","Oenothera","","speciosa","","","Nutt.","kew-2399493","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vochysia elliptica","Vochysia","","elliptica",NA,NA,"","","tro-50150347",TRUE,"1.1","Accepted","Vochysiaceae","Vochysia","","elliptica","","","Mart.","tro-50150347","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vochysia pygmaea","Vochysia","","pygmaea",NA,NA,"","","kew-2461097",TRUE,"1.1","Accepted","Vochysiaceae","Vochysia","","pygmaea","","","Bong.","kew-2461097","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vochysia tucanorum","Vochysia","","tucanorum",NA,NA,"","","kew-2461015",TRUE,"1.1","Accepted","Vochysiaceae","Vochysia","","tucanorum","","","Mart.","kew-2461015","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Oxalis articulata","Oxalis","","articulata",NA,NA,"","","kew-2394837",TRUE,"1.1","Accepted","Oxalidaceae","Oxalis","","articulata","","","Savigny","kew-2394837","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Oxalis pes-caprae","Oxalis","","pes-caprae",NA,NA,"","","kew-2393938",TRUE,"1.1","Accepted","Oxalidaceae","Oxalis","","pes-caprae","","","L.","kew-2393938","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Oxalis stricta","Oxalis","","stricta",NA,NA,"","","kew-2394269",TRUE,"1.1","Accepted","Oxalidaceae","Oxalis","","stricta","","","L.","kew-2394269","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Grevillea banksii","Grevillea","","banksii",NA,NA,"","","kew-2832136",TRUE,"1.1","Accepted","Proteaceae","Grevillea","","banksii","","","R.Br.","kew-2832136","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Berberis vulgaris","Berberis","","vulgaris",NA,NA,"","","kew-2674612",TRUE,"1.1","Accepted","Berberidaceae","Berberis","","vulgaris","","","L.","kew-2674612","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Chelidonium majus","Chelidonium","","majus",NA,NA,"","","kew-2716702",TRUE,"1.1","Accepted","Papaveraceae","Chelidonium","","majus","","","L.","kew-2716702","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Eschscholzia californica","Eschscholzia","","californica",NA,NA,"","","kew-2801972",TRUE,"1.1","Accepted","Papaveraceae","Eschscholzia","","californica","","","Cham.","kew-2801972","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Papaver argemone","Papaver","","argemone",NA,NA,"","","kew-2560689",TRUE,"1.1","Accepted","Papaveraceae","Papaver","","argemone","","","L.","kew-2560689","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Papaver dubium","Papaver","","dubium",NA,NA,"","","kew-2560793",TRUE,"1.1","Accepted","Papaveraceae","Papaver","","dubium","","","L.","kew-2560793","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Papaver hybridum","Papaver","","hybridum",NA,NA,"","","kew-2560734",TRUE,"1.1","Accepted","Papaveraceae","Papaver","","hybridum","","","L.","kew-2560734","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Papaver rhoeas","Papaver","","rhoeas",NA,NA,"","","kew-2561554",TRUE,"1.1","Accepted","Papaveraceae","Papaver","","rhoeas","","","L.","kew-2561554","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Fumaria agraria","Fumaria","","agraria",NA,NA,"","","kew-2815253",TRUE,"1.1","Accepted","Papaveraceae","Fumaria","","agraria","","","Lag.","kew-2815253","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Fumaria capreolata","Fumaria","","capreolata",NA,NA,"","","kew-2815328",TRUE,"1.1","Accepted","Papaveraceae","Fumaria","","capreolata","","","L.","kew-2815328","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Fumaria officinalis","Fumaria","","officinalis",NA,NA,"","","kew-2815499",TRUE,"1.1","Accepted","Papaveraceae","Fumaria","","officinalis","","","L.","kew-2815499","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sarcocapnos enneaphylla","Sarcocapnos","","enneaphylla",NA,NA,"","","kew-2602731",TRUE,"1.1","Unresolved","Papaveraceae","Sarcocapnos","","enneaphylla","","","DC.","kew-2602731","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Eranthis cilicica","Eranthis","","cilicica",NA,NA,"","","kew-2791910",TRUE,"1.1","Accepted","Ranunculaceae","Eranthis","","cilicica","","","Schott & Kotschy","kew-2791910","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Adonis microcarpa","Adonis","","microcarpa",NA,NA,"","","kew-2623169",TRUE,"1.1","Accepted","Ranunculaceae","Adonis","","microcarpa","","","DC.","kew-2623169","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Trollius europaeus","Trollius","","europaeus",NA,NA,"","","kew-2514617",TRUE,"1.1","Accepted","Ranunculaceae","Trollius","","europaeus","","","L.","kew-2514617","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Anemone nemorosa","Anemone","","nemorosa",NA,NA,"","","kew-2638482",TRUE,"1.1","Accepted","Ranunculaceae","Anemone","","nemorosa","","","L.","kew-2638482","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Anemone palmata","Anemone","","palmata",NA,NA,"","","kew-2638548",TRUE,"1.1","Accepted","Ranunculaceae","Anemone","","palmata","","","L.","kew-2638548","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Clematis cirrhosa","Clematis","","cirrhosa",NA,NA,"","","kew-2725797",TRUE,"1.1","Accepted","Ranunculaceae","Clematis","","cirrhosa","","","L.","kew-2725797","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Caltha palustris","Caltha","","palustris",NA,NA,"","","kew-2693856",TRUE,"1.1","Accepted","Ranunculaceae","Caltha","","palustris","","","L.","kew-2693856","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Delphinium gracile","Delphinium","","gracile",NA,NA,"","","kew-2759827",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","gracile","","","DC.","kew-2759827","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Delphinium menziesii","Delphinium","","menziesii",NA,NA,"","","kew-2760052",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","menziesii","","","DC.","kew-2760052","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Delphinium pentagynum","Delphinium","","pentagynum",NA,NA,"","","kew-2760227",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","pentagynum","","","Lam.","kew-2760227","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Helleborus foetidus","Helleborus","","foetidus",NA,NA,"","","kew-2844741",TRUE,"1.1","Accepted","Ranunculaceae","Helleborus","","foetidus","","","L.","kew-2844741","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Helleborus niger","Helleborus","","niger",NA,NA,"","","kew-2844780",TRUE,"1.1","Accepted","Ranunculaceae","Helleborus","","niger","","","L.","kew-2844780","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Nigella damascena","Nigella","","damascena",NA,NA,"","","kew-2381631",TRUE,"1.1","Accepted","Ranunculaceae","Nigella","","damascena","","","L.","kew-2381631","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Nigella papilosa","Nigella","","papilosa",NA,NA,"","","kew-2381717",TRUE,"1.1","Accepted","Ranunculaceae","Nigella","","papillosa","","","G.López","kew-2381717","Accepted",TRUE,FALSE,FALSE,2020-04-30,"Species"
"Ficaria verna","Ficaria","","verna",NA,NA,"","","kew-2809356",TRUE,"1.1","Accepted","Ranunculaceae","Ficaria","","verna","","","Huds.","kew-2809356","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ranunculus acris","Ranunculus","","acris",NA,NA,"","","kew-2524461",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","acris","","","L.","kew-2524461","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ranunculus arvensis","Ranunculus","","arvensis",NA,NA,"","","kew-2524204",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","arvensis","","","L.","kew-2524204","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ranunculus bulbosus","Ranunculus","","bulbosus",NA,NA,"","","kew-2524688",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","bulbosus","","","L.","kew-2524688","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ranunculus paludosus","Ranunculus","","paludosus",NA,NA,"","","kew-2526294",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","paludosus","","","Poir.","kew-2526294","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ranunculus peltatus","Ranunculus","","peltatus",NA,NA,"","","kew-2526900",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","peltatus","","","Schrank","kew-2526900","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ranunculus muricatus","Ranunculus","","muricatus",NA,NA,"","","kew-2526257",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","muricatus","","","L.","kew-2526257","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ranunculus trilobus","Ranunculus","","trilobus",NA,NA,"","","kew-2524543",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","trilobus","","","Desf.","kew-2524543","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Crataegus monogyna","Crataegus","","monogyna",NA,NA,"","","rjp-49",TRUE,"1.1","Accepted","Rosaceae","Crataegus","","monogyna","","","Jacq.","rjp-49","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Drymocallis rupestris","Drymocallis","","rupestris",NA,NA,"","","rjp-818",TRUE,"1.1","Accepted","Rosaceae","Drymocallis","","rupestris","","","(L.) Soj k","rjp-818","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Dryas octopetala","Dryas","","octopetala",NA,NA,"","","rjp-26",TRUE,"1.1","Accepted","Rosaceae","Dryas","","octopetala","","","L.","rjp-26","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Geum urbanum","Geum","","urbanum",NA,NA,"","","rjp-573",TRUE,"1.1","Accepted","Rosaceae","Geum","","urbanum","","","L.","rjp-573","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Potentilla anserina","Potentilla","","anserina",NA,NA,"","","rjp-724",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","anserina","","","L.","rjp-724","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Potentilla sterilis","Potentilla","","sterilis",NA,NA,"","","rjp-16",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","sterilis","","","(L.) Garcke","rjp-16","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Prunus avium","Prunus","","avium",NA,NA,"","","rjp-383",TRUE,"1.1","Accepted","Rosaceae","Prunus","","avium","","","(L.) L.","rjp-383","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Rosa arvensis","Rosa","","arvensis",NA,NA,"","","rjp-535",TRUE,"1.1","Accepted","Rosaceae","Rosa","","arvensis","","","Huds.","rjp-535","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Rosa canina","Rosa","","canina",NA,NA,"","","rjp-39",TRUE,"1.1","Accepted","Rosaceae","Rosa","","canina","","","L.","rjp-39","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Rubus idaeus","Rubus","","idaeus",NA,NA,"","","rjp-310",TRUE,"1.1","Accepted","Rosaceae","Rubus","","idaeus","","","L.","rjp-310","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Rubus ulmifolius","Rubus","","ulmifolius",NA,NA,"","","rjp-12",TRUE,"1.1","Accepted","Rosaceae","Rubus","","ulmifolius","","","Schott","rjp-12","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Psittacanthus plagiophyllus","Psittacanthus","","plagiophyllus",NA,NA,"","","tro-19100219",TRUE,"1.1","Accepted","Loranthaceae","Psittacanthus","","plagiophyllus","","","Eichler","tro-19100219","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Osyris lanceolata","Osyris","","lanceolata",NA,NA,"","","kew-2396402",TRUE,"1.1","Accepted","Santalaceae","Osyris","","lanceolata","","","Hochst. & Steud.","kew-2396402","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Gluta aptera","Gluta","","aptera",NA,NA,"","","kew-2827161",TRUE,"1.1","Accepted","Anacardiaceae","Gluta","","aptera","","","(King) Ding Hou","kew-2827161","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Melia azedarach","Melia","","azedarach",NA,NA,"","","kew-2505106",TRUE,"1.1","Accepted","Meliaceae","Melia","","azedarach","","","L.","kew-2505106","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Boronia elatior","Boronia","","elatior",NA,NA,"","","kew-2679923",TRUE,"1.1","Unresolved","Rutaceae","Boronia","","elatior","","","Bartl.","kew-2679923","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Boronia megastigma","Boronia","","megastigma",NA,NA,"","","kew-2680010",TRUE,"1.1","Accepted","Rutaceae","Boronia","","megastigma","","","Nees ex Bartlett","kew-2680010","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Choisya ternata","Choisya","","ternata",NA,NA,"","","kew-2719292",TRUE,"1.1","Accepted","Rutaceae","Choisya","","ternata","","","Kunth","kew-2719292","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ruta angustifolia","Ruta","","angustifolia",NA,NA,"","","kew-2527510",TRUE,"1.1","Accepted","Rutaceae","Ruta","","angustifolia","","","Pers.","kew-2527510","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ruta chalepensis","Ruta","","chalepensis",NA,NA,"","","kew-2527496",TRUE,"1.1","Accepted","Rutaceae","Ruta","","chalepensis","","","L.","kew-2527496","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Bergenia crassifolia","Bergenia","","crassifolia",NA,NA,"","","kew-2674805",TRUE,"1.1","Accepted","Saxifragaceae","Bergenia","","crassifolia","","","(L.) Fritsch","kew-2674805","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Chrysosplenium alternifolium","Chrysosplenium","","alternifolium",NA,NA,"","","kew-2720069",TRUE,"1.1","Accepted","Saxifragaceae","Chrysosplenium","","alternifolium","","","L.","kew-2720069","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Saxifraga granulata","Saxifraga","","granulata",NA,NA,"","","kew-2585145",TRUE,"1.1","Accepted","Saxifragaceae","Saxifraga","","granulata","","","L.","kew-2585145","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Saxifraga hypnoides","Saxifraga","","hypnoides",NA,NA,"","","kew-2584035",TRUE,"1.1","Accepted","Saxifragaceae","Saxifraga","","hypnoides","","","L.","kew-2584035","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Saxifraga spathularis","Saxifraga","","spathularis",NA,NA,"","","kew-2584985",TRUE,"1.1","Accepted","Saxifragaceae","Saxifraga","","spathularis","","","Brot.","kew-2584985","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sedum acre","Sedum","","acre",NA,NA,"","","kew-2483146",TRUE,"1.1","Accepted","Crassulaceae","Sedum","","acre","","","L.","kew-2483146","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sedum album","Sedum","","album",NA,NA,"","","kew-2484837",TRUE,"1.1","Accepted","Crassulaceae","Sedum","","album","","","L.","kew-2484837","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sedum amplexicaule","Sedum","","amplexicaule",NA,NA,"","","kew-2484730",TRUE,"1.1","Accepted","Crassulaceae","Sedum","","amplexicaule","","","DC.","kew-2484730","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sedum mucizonia","Sedum","","mucizonia",NA,NA,"","","kew-2483544",TRUE,"1.1","Accepted","Crassulaceae","Sedum","","mucizonia","","","(Ortega) Raym.-Hamet","kew-2483544","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sedum sediforme","Sedum","","sediforme",NA,NA,"","","kew-2489469",TRUE,"1.1","Accepted","Crassulaceae","Sedum","","sediforme","","","(Jacq.) Pau","kew-2489469","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Kalanchoe daigremontiana","Kalanchoe","","daigremontiana",NA,NA,"","","tro-8900296",TRUE,"1.1","Accepted","Crassulaceae","Kalanchoe","","daigremontiana","","","Raym.-Hamet & H. Perrier","tro-8900296","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Umbilicus rupestris","Umbilicus","","rupestris",NA,NA,"","","kew-2446661",TRUE,"1.1","Accepted","Crassulaceae","Umbilicus","","rupestris","","","(Salisb.) Dandy","kew-2446661","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Hamamelis mollis","Hamamelis","","mollis",NA,NA,"","","kew-2838973",TRUE,"1.1","Accepted","Hamamelidaceae","Hamamelis","","mollis","","","Oliv. ex F.B.Forbes & Hemsl.","kew-2838973","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Paeonia broteroi","Paeonia","","broteroi",NA,NA,"","","kew-2560908",TRUE,"1.1","Accepted","Paeoniaceae","Paeonia","","broteri","","","Boiss. & Reut.","kew-2560908","Accepted",TRUE,FALSE,FALSE,2020-04-30,"Species"
"Paeonia ludlowii","Paeonia","","ludlowii",NA,NA,"","","kew-2560870",TRUE,"1.1","Accepted","Paeoniaceae","Paeonia","","ludlowii","","","(Stern & G.Taylor) D.Y.Hong","kew-2560870","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Calystegia sepium","Calystegia","","sepium",NA,NA,"","","tro-8500113",TRUE,"1.1","Accepted","Convolvulaceae","Calystegia","","sepium","","","(L.) R. Br.","tro-8500113","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Calystegia silvatica","Calystegia","","silvatica",NA,NA,"","","tro-8500641",TRUE,"1.1","Accepted","Convolvulaceae","Calystegia","","silvatica","","","(Kit.) Griseb.","tro-8500641","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Convolvulus arvensis","Convolvulus","","arvensis",NA,NA,"","","tro-8500005",TRUE,"1.1","Accepted","Convolvulaceae","Convolvulus","","arvensis","","","L.","tro-8500005","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Convolvulus althaeoides","Convolvulus","","althaeoides",NA,NA,"","","tro-8501085",TRUE,"1.1","Accepted","Convolvulaceae","Convolvulus","","althaeoides","","","L.","tro-8501085","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Convolvulus tricolor","Convolvulus","","tricolor",NA,NA,"","","tro-8500007",TRUE,"1.1","Accepted","Convolvulaceae","Convolvulus","","tricolor","","","L.","tro-8500007","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Evolvulus lithospermoides","Evolvulus","","lithospermoides",NA,NA,"","","tro-50164350",TRUE,"1.1","Accepted","Convolvulaceae","Evolvulus","","lithospermoides","","","Mart.","tro-50164350","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ipomoea granulosa","Ipomoea","","granulosa",NA,NA,"","","tro-8500369",TRUE,"1.1","Accepted","Convolvulaceae","Ipomoea","","granulosa","","","Chodat & Hassl.","tro-8500369","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Jacquemontia prostrata","Jacquemontia","","prostrata",NA,NA,"","","tro-8500557",TRUE,"1.1","Accepted","Convolvulaceae","Jacquemontia","","prostrata","","","Choisy","tro-8500557","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cestrum elegans","Cestrum","","elegans",NA,NA,"","","kew-2713452",TRUE,"1.1","Accepted","Solanaceae","Cestrum","","elegans","","","(Brongn. ex Neumann) Schltdl.","kew-2713452","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Nicotiana glauca","Nicotiana","","glauca",NA,NA,"","","kew-2382892",TRUE,"1.1","Accepted","Solanaceae","Nicotiana","","glauca","","","Graham","kew-2382892","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Mandragora autumnalis","Mandragora","","autumnalis",NA,NA,"","","kew-2506524",TRUE,"1.1","Synonym","Solanaceae","Mandragora","","officinalis","","","Mill.","kew-2506543","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Solanum bonariense","Solanum","","bonariense",NA,NA,"","","tro-29604474",TRUE,"1.1","Accepted","Solanaceae","Solanum","","bonariense","","","L.","tro-29604474","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Solanum didymum","Solanum","","didymum",NA,NA,"","","tro-29601382",TRUE,"1.1","Accepted","Solanaceae","Solanum","","didymum","","","Dunal","tro-29601382","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Solanum dulcamara","Solanum","","dulcamara",NA,NA,"","","tro-29600249",TRUE,"1.1","Accepted","Solanaceae","Solanum","","dulcamara","","","L.","tro-29600249","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Solanum lycocarpum","Solanum","","lycocarpum",NA,NA,"","","tro-29600117",TRUE,"1.1","Accepted","Solanaceae","Solanum","","lycocarpum","","","A. St.-Hil.","tro-29600117","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Solanum paniculatum","Solanum","","paniculatum",NA,NA,"","","tro-29600133",TRUE,"1.1","Accepted","Solanaceae","Solanum","","paniculatum","","","L.","tro-29600133","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Solanum nigrum","Solanum","","nigrum",NA,NA,"","","tro-29600125",TRUE,"1.1","Synonym","Solanaceae","Solanum","","americanum","","","Mill.","tro-29600095","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
