"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"704",852,"Linum trigynum","","Linum",2,"Linum trigynum","L.","Linum",2,150681,1,FALSE,0.8,0,NA,NA,NA,NA,"Linaceae",NA,"Linum trigynum",NA
"705",853,"Linum usitatissimum","","Linum",2,"Linum usitatissimum","L.","Linum",2,150686,1,FALSE,0.8,0,NA,NA,NA,NA,"Linaceae",NA,"Linum usitatissimum",NA
"116",854,"Banisteriopsis campestris","","Banisteriopsis",2,"Banisteriopsis campestris","(A.Juss.) Little","Banisteriopsis",2,161157,1,FALSE,0.8,0,NA,NA,NA,NA,"Malpighiaceae",NA,"Banisteriopsis campestris",NA
"117",855,"Banisteriopsis stellaris","","Banisteriopsis",2,"Banisteriopsis stellaris","(Griseb.) B.Gates","Banisteriopsis",2,161204,1,FALSE,0.8,0,NA,NA,NA,NA,"Malpighiaceae",NA,"Banisteriopsis stellaris",NA
"162",856,"Byrsonima basiloba","","Byrsonima",2,"Byrsonima basiloba","A.Juss.","Byrsonima",2,160128,1,FALSE,0.8,0,NA,NA,NA,NA,"Malpighiaceae",NA,"Byrsonima basiloba",NA
"164",857,"Byrsonima intermedia","","Byrsonima",2,"Byrsonima intermedia","A.Juss.","Byrsonima",2,160181,1,FALSE,0.8,0,NA,NA,NA,NA,"Malpighiaceae",NA,"Byrsonima intermedia",NA
"163",858,"Byrsonima dealbata","","Byrsonima",2,"Byrsonima dealbata","Griseb.","Byrsonima",2,160154,1,FALSE,0.8,0,NA,NA,NA,NA,"Malpighiaceae",NA,"Byrsonima dealbata",NA
"735",859,"Luxemburgia ciliosa","","Luxemburgia",2,"Luxemburgia ciliosa","(Mart.) Gardner","Luxemburgia",2,158204,1,FALSE,0.8,0,NA,NA,NA,NA,"Ochnaceae",NA,"Luxemburgia ciliosa",NA
"914",860,"Passiflora amethystina","","Passiflora",2,"Passiflora amethystina","J.C.Mikan","Passiflora",2,152885,1,FALSE,0.8,0,NA,NA,NA,NA,"Passifloraceae",NA,"Passiflora amethystina",NA
"958",861,"Phyllanthus klotzschianus","","Phyllanthus",2,"Phyllanthus klotzschianus","Müll.Arg.","Phyllanthus",2,141398,1,FALSE,0.8,0,NA,NA,NA,NA,"Phyllanthaceae",NA,"Phyllanthus klotzschianus",NA
"1284",862,"Turnera hilaireana","","Turnera",2,"Turnera hilaireana","Urb.","Turnera",2,153613,1,FALSE,0.8,0,NA,NA,NA,NA,"Turneraceae",NA,"Turnera hilaireana",NA
"1330",863,"Viola adunca","","Viola",2,"Viola adunca","Sm.","Viola",2,154081,1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola adunca",NA
"1331",864,"Viola demetria","","Viola",2,"Viola demetria","Prolongo ex Boiss.","Viola",2,154289,1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola demetria",NA
"1332",865,"Viola glabella","","Viola",2,"Viola glabella","Nutt.","Viola",2,154369,1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola glabella",NA
"1333",866,"Viola ocellata","","Viola",2,"Viola ocellata","Torr. &  A.Gray","Viola",2,154574,1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola ocellata",NA
"1334",867,"Viola riviniana","","Viola",2,"Viola riviniana","Rchb.","Viola",2,154688,1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola riviniana",NA
"1336",868,"Viola tricolor","","Viola",2,"Viola tricolor"," L.","Viola",2,154799,1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola tricolor",NA
"1335",869,"Viola sempervirens","","Viola",2,"Viola sempervirens","Greene","Viola",2,154727,1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola sempervirens",NA
"276",870,"Cistus albidus","","Cistus",2,"Cistus albidus","L.","Cistus",2,233419,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Cistus albidus",NA
"277",871,"Cistus atriplicifolius","","Cistus",2,"Cistus atriplicifolius","Lam.","Cistus",2,858076,1,FALSE,0.8,0,NA,"Halimium atriplicifolium","(Lam.) Spach",233404,"Cistaceae",NA,"Halimium atriplicifolium",NA
"278",872,"Cistus calycinus","","Cistus",2,"Cistus calycinus","L.","Cistus",2,858086,1,FALSE,0.8,0,NA,"Halimium calycinum","(L.) K.Koch",233405,"Cistaceae",NA,"Halimium calycinum",NA
"279",873,"Cistus crispus","","Cistus",2,"Cistus crispus","L.","Cistus",2,233432,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Cistus crispus",NA
"280",874,"Cistus halimifolius","","Cistus",2,"Cistus halimifolius","L.","Cistus",2,858095,1,FALSE,0.8,0,NA,"Halimium halimifolium ssp. halimifolium",NA,233407,"Cistaceae",NA,"Halimium halimifolium",NA
"281",875,"Cistus ladanifer","","Cistus",2,"Cistus ladanifer"," L.","Cistus",2,233440,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Cistus ladanifer",NA
"282",876,"Cistus libanotis","","Cistus",2,"Cistus libanotis","L.","Cistus",2,233445,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Cistus libanotis",NA
"283",877,"Cistus monspeliensis","","Cistus",2,"Cistus monspeliensis"," L.","Cistus",2,233446,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Cistus monspeliensis",NA
"284",878,"Cistus populifolius","","Cistus",2,"Cistus populifolius"," L.","Cistus",2,233457,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Cistus populifolius",NA
"285",879,"Cistus salviifolius","","Cistus",2,"Cistus salviifolius","L.","Cistus",2,233461,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Cistus salviifolius",NA
"329",880,"Crocanthemum scoparium","","Crocanthemum",2,"Crocanthemum scoparium","Millsp.","Crocanthemum",2,233172,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Crocanthemum scoparium",NA
"527",881,"Fumana lacidulemiensis","","Fumana",2,"Fumana lacidulemiensis","Güemes","Fumana",2,233107,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Fumana lacidulemiensis",NA
"584",882,"Helianthemum cinereum","","Helianthemum",2,"Helianthemum cinereum"," (Cav.) Pers.","Helianthemum",2,233218,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Helianthemum cinereum",NA
"1279",883,"Tuberaria guttata","","Tuberaria",2,"Tuberaria guttata"," (L.) Fourr.","Tuberaria",2,233394,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Tuberaria guttata",NA
"1280",884,"Tuberaria lignosa","","Tuberaria",2,"Tuberaria lignosa","(Sweet) Samp.","Tuberaria",2,233398,1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Tuberaria lignosa",NA
"603",885,"Hibiscus denudatus","","Hibiscus",2,"Hibiscus denudatus","Benth.","Hibiscus",2,237653,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Hibiscus denudatus",NA
"145",886,"Brachychiton acerifolius","","Brachychiton",2,"Brachychiton acerifolius","(A.Cunn. ex G.Don) F.Muell.","Brachychiton",2,236943,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Brachychiton acerifolius",NA
"146",887,"Brachychiton populneus","","Brachychiton",2,"Brachychiton populneus"," (Schott & Endl.) R.Br.","Brachychiton",2,236968,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Brachychiton populneus",NA
"760",888,"Malacothamnus fasciculatus","","Malacothamnus",2,"Malacothamnus fasciculatus","(Nutt. ex Torr. &  A.Gray) Greene","Malacothamnus",2,239392,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malacothamnus fasciculatus",NA
"761",889,"Malacothamnus palmeri","","Malacothamnus",2,"Malacothamnus palmeri","(S.Watson) Greene","Malacothamnus",2,239397,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malacothamnus palmeri",NA
"765",890,"Malva assurgentiflora","","Malva",2,"Malva assurgentiflora"," (Kellogg) M.F.Ray","Malva",2,239978,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malva assurgentiflora",NA
"766",891,"Malva maroccana","","Malva",2,"Malva maroccana","(Batt. &  Trab.) Verloove & Lambinon","Malva",2,239999,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malva maroccana",NA
"769",892,"Malva multiflora","","Malva",2,"Malva multiflora","(Cav.) Soldano, Banfi & Galasso","Malva",2,240002,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malva multiflora",NA
"770",893,"Malva nicaeensis","","Malva",2,"Malva nicaeensis","All.","Malva",2,240004,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malva nicaeensis",NA
"771",894,"Malva parviflora","","Malva",2,"Malva parviflora","L.","Malva",2,240011,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malva parviflora",NA
"773",895,"Malva sylvestris","","Malva",2,"Malva sylvestris","L.","Malva",2,240022,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malva sylvestris",NA
"775",896,"Malva trimestris","","Malva",2,"Malva trimestris","(L.) Salisb.","Malva",2,240029,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malva trimestris",NA
"1137",897,"Sidalcea malviflora","","Sidalcea",2,"Sidalcea malviflora"," (DC.) Gray ex Benth.","Sidalcea",2,240082,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Sidalcea malviflora",NA
"1203",898,"Sphaeralcea fulva","","Sphaeralcea",2,"Sphaeralcea fulva","Greene","Sphaeralcea",2,239468,1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Sphaeralcea fulva",NA
"359",899,"Daphne gnidium","","Daphne",2,"Daphne gnidium"," L.","Daphne",2,232278,1,FALSE,0.8,0,NA,NA,NA,NA,"Thymelaeaceae",NA,"Daphne gnidium",NA
"360",900,"Daphne laureola","","Daphne",2,"Daphne laureola","L.","Daphne",2,232302,1,FALSE,0.8,0,NA,NA,NA,NA,"Thymelaeaceae",NA,"Daphne laureola",NA
"337",901,"Cuphea ericoides","","Cuphea",2,"Cuphea ericoides","Cham. &  Schltdl.","Cuphea",2,210068,1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Cuphea ericoides",NA
"338",902,"Cuphea linarioides","","Cuphea",2,"Cuphea linarioides","Cham. &  Schltdl.","Cuphea",2,210124,1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Cuphea linarioides",NA
"392",903,"Diplusodon orbicularis","","Diplusodon",2,"Diplusodon orbicularis","Koehne","Diplusodon",2,210345,1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Diplusodon orbicularis",NA
"752",904,"Lythrum salicaria","","Lythrum",2,"Lythrum salicaria"," L.","Lythrum",2,209673,1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Lythrum salicaria",NA
"751",905,"Lythrum junceum","","Lythrum",2,"Lythrum junceum","Banks & Sol.","Lythrum",2,209662,1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Lythrum junceum",NA
"1000",906,"Punica granatum","","Punica",2,"Punica granatum","L.","Punica",2,210279,1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Punica granatum",NA
"183",907,"Cambessedesia corymbosa","","Cambessedesia",2,"Cambessedesia corymbosa","DC.","Cambessedesia",2,223936,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Cambessedesia corymbosa",NA
"184",908,"Cambessedesia semidecandra","","Cambessedesia",2,"Cambessedesia semidecandra","A.St.-Hil. ex A.B.Martins","Cambessedesia",2,223956,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Cambessedesia semidecandra",NA
"248",909,"Chaetostoma armatum","","Chaetostoma",2,"Chaetostoma armatum","(Spreng.) Cogn.","Chaetostoma",2,222729,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Chaetostoma armatum",NA
"672",910,"Lavoisiera confertiflora","","Lavoisiera",2,"Lavoisiera confertiflora","Naudin","Lavoisiera",2,222509,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Lavoisiera confertiflora",NA
"673",911,"Lavoisiera imbricata","","Lavoisiera",2,"Lavoisiera imbricata","DC.","Lavoisiera",2,222519,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Lavoisiera imbricata",NA
"781",912,"Marcetia taxifolia","","Marcetia",2,"Marcetia taxifolia","(A.St.-Hil.) DC.","Marcetia",2,222936,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Marcetia taxifolia",NA
"793",913,"Miconia irwinii","","Miconia",2,"Miconia irwinii","Wurdack","Miconia",2,219744,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Miconia irwinii",NA
"794",914,"Miconia rubiginosa","","Miconia",2,"Miconia rubiginosa","(Bonpl.) DC.","Miconia",2,220472,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Miconia rubiginosa",NA
"798",915,"Microlicia amplexicaulis","","Microlicia",2,"Microlicia amplexicaulis","Cogn.","Microlicia",2,222542,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Microlicia amplexicaulis",NA
"799",916,"Microlicia cardiophora","","Microlicia",2,"Microlicia cardiophora","Naudin","Microlicia",2,222556,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Microlicia cardiophora",NA
"965",917,"Pleroma heteromalla","","Pleroma",2,"Pleroma heteromalla","(D.Don) D.Don","Pleroma",2,223681,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Pleroma heteromalla",NA
"1172",918,"Siphanthera arenaria","","Siphanthera",2,"Siphanthera arenaria","(DC.) Cogn.","Siphanthera",2,222761,1,FALSE,0.8,0,NA,NA,NA,NA,"Melastomataceae",NA,"Siphanthera arenaria",NA
"199",919,"Campomanesia pubescens","","Campomanesia",2,"Campomanesia pubescens","(DC.) Berg","Campomanesia",2,216143,1,FALSE,0.8,0,NA,NA,NA,NA,"Myrtaceae",NA,"Campomanesia pubescens",NA
"6",920,"Eugenia","","Eugenia",1,"Eugenia",NA,"Eugenia",1,NA,1,FALSE,0.8,0,NA,NA,NA,NA,"Myrtaceae",NA,"Eugenia","Matching only genus level"
"820",921,"Myrcia guianensis","","Myrcia",2,"Myrcia guianensis","(Aubl.) DC.","Myrcia",2,215354,1,FALSE,0.8,0,NA,NA,NA,NA,"Myrtaceae",NA,"Myrcia guianensis",NA
"822",922,"Myrtus communis","","Myrtus",2,"Myrtus communis"," L.","Myrtus",2,215938,1,FALSE,0.8,0,NA,NA,NA,NA,"Myrtaceae",NA,"Myrtus communis",NA
"189",923,"Camissonia ovata","","Camissonia",2,"Camissonia ovata","(Nutt. ex Torr. &  A.Gray) Raven","Camissonia",2,209607,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Camissonia ovata",NA
"190",924,"Camissoniopsis cheiranthifolia","","Camissoniopsis",2,"Camissoniopsis cheiranthifolia"," (Hornem. ex Spreng.) W.L.Wagner & Hoch","Camissoniopsis",2,209624,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Camissoniopsis cheiranthifolia",NA
"191",925,"Camissoniopsis micrantha","","Camissoniopsis",2,"Camissoniopsis micrantha","(Hornem. ex Spreng.) W.L.Wagner & Hoch","Camissoniopsis",2,209637,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Camissoniopsis micrantha",NA
"266",926,"Circaea alpina","","Circaea",2,"Circaea alpina"," L.","Circaea",2,208655,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Circaea alpina",NA
"267",927,"Circaea lutetiana","","Circaea",2,"Circaea lutetiana","L.","Circaea",2,208667,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Circaea lutetiana",NA
"287",928,"Clarkia concinna","","Clarkia",2,"Clarkia concinna"," (Fisch. &  C.A.Mey.) Greene","Clarkia",2,209172,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Clarkia concinna",NA
"288",929,"Clarkia purpurea","","Clarkia",2,"Clarkia purpurea"," (Curtis) A.Nelson & J.F.Macbr.","Clarkia",2,209203,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Clarkia purpurea",NA
"289",930,"Clarkia rhomboidea","","Clarkia",2,"Clarkia rhomboidea","Douglas","Clarkia",2,209207,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Clarkia rhomboidea",NA
"290",931,"Clarkia rubicunda","","Clarkia",2,"Clarkia rubicunda","(Lindl.) H. &  M.E.Lewis","Clarkia",2,209209,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Clarkia rubicunda",NA
"291",932,"Clarkia unguiculata","","Clarkia",2,"Clarkia unguiculata","Lindl.","Clarkia",2,209227,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Clarkia unguiculata",NA
"424",933,"Epilobium angustifolium","","Epilobium",2,"Epilobium angustifolium","Lam.","Epilobium",2,817586,1,FALSE,0.8,0,NA,"Chamaenerion dodonaei","(Vill.) Schur ex Fuss.",208847,"Onagraceae",NA,"Chamaenerion dodonaei","Multiple results"
"425",934,"Epilobium canum","","Epilobium",2,"Epilobium canum"," (Greene) P.H.Raven","Epilobium",2,208892,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Epilobium canum",NA
"426",935,"Epilobium ciliatum","","Epilobium",2,"Epilobium ciliatum"," Raf.","Epilobium",2,208901,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Epilobium ciliatum",NA
"427",936,"Epilobium montanum","","Epilobium",2,"Epilobium montanum"," L.","Epilobium",2,208981,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Epilobium montanum",NA
"432",937,"Epilobium septentrionale","","Epilobium",2,"Epilobium septentrionale","(D.D.Keck) R.N.Bowman & Hoch","Epilobium",2,209032,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Epilobium septentrionale",NA
"526",938,"Fuchsia magellanica","","Fuchsia",2,"Fuchsia magellanica","Lam.","Fuchsia",2,208741,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Fuchsia magellanica",NA
"724",939,"Ludwigia peploides","","Ludwigia",2,"Ludwigia peploides"," (Kunth) P.H.Raven","Ludwigia",2,208611,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Ludwigia peploides",NA
"855",940,"Oenothera cambrica","","Oenothera",2,"Oenothera cambrica","Rostanski","Oenothera",2,209314,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Oenothera cambrica",NA
"854",941,"Oenothera biennis","","Oenothera",2,"Oenothera biennis","L.","Oenothera",2,209302,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Oenothera biennis",NA
"856",942,"Oenothera elata","","Oenothera",2,"Oenothera elata"," Kunth","Oenothera",2,209361,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Oenothera elata",NA
"857",943,"Oenothera rosea","","Oenothera",2,"Oenothera rosea","Aiton","Oenothera",2,209516,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Oenothera rosea",NA
"858",944,"Oenothera speciosa","","Oenothera",2,"Oenothera speciosa","Nutt.","Oenothera",2,209534,1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Oenothera speciosa",NA
"1339",945,"Vochysia elliptica","","Vochysia",2,"Vochysia elliptica","Mart.","Vochysia",2,210430,1,FALSE,0.8,0,NA,NA,NA,NA,"Vochysiaceae",NA,"Vochysia elliptica",NA
"1340",946,"Vochysia pygmaea","","Vochysia",2,"Vochysia pygmaea","Bong.","Vochysia",2,210504,1,FALSE,0.8,0,NA,NA,NA,NA,"Vochysiaceae",NA,"Vochysia pygmaea",NA
"1341",947,"Vochysia tucanorum","","Vochysia",2,"Vochysia tucanorum","Mart.","Vochysia",2,210541,1,FALSE,0.8,0,NA,NA,NA,NA,"Vochysiaceae",NA,"Vochysia tucanorum",NA
"892",948,"Oxalis articulata","","Oxalis",2,"Oxalis articulata"," Savigny","Oxalis",2,137954,1,FALSE,0.8,0,NA,NA,NA,NA,"Oxalidaceae",NA,"Oxalis articulata",NA
"893",949,"Oxalis oregana","","Oxalis",2,"Oxalis oregana","Nutt. ex Torr. &  A.Gray","Oxalis",2,138350,1,FALSE,0.8,0,NA,NA,NA,NA,"Oxalidaceae",NA,"Oxalis oregana",NA
"894",950,"Oxalis pes-caprae","","Oxalis",2,"Oxalis pes-caprae","L.","Oxalis",2,138377,1,FALSE,0.8,0,NA,NA,NA,NA,"Oxalidaceae",NA,"Oxalis pes-caprae",NA
"896",951,"Oxalis stricta","","Oxalis",2,"Oxalis stricta","L.","Oxalis",2,688829,1,FALSE,0.8,0,NA,"Oxalis corniculata","L.",138046,"Oxalidaceae",NA,"Oxalis corniculata","Multiple results"
"572",952,"Grevillea banksii","","Grevillea",2,"Grevillea banksii","R.Br.","Grevillea",2,127925,1,FALSE,0.8,0,NA,NA,NA,NA,"Proteaceae",NA,"Grevillea banksii",NA
"123",953,"Berberis aquifolium","","Berberis",2,"Berberis aquifolium","Pursh","Berberis",2,656518,1,FALSE,0.8,0,NA,"Mahonia aquifolium","(Pursh) Nutt.",120561,"Berberidaceae",NA,"Mahonia aquifolium",NA
"124",954,"Berberis nevinii","","Berberis",2,"Berberis nevinii","A. Gray ex A. Gray et S. Watson","Berberis",2,656788,1,FALSE,0.8,0,NA,"Alloberberis nevinii","(A.Gray ex A.Gray & S.Watson) C.C.Yu & K.F.Chung",120644,"Berberidaceae",NA,"Alloberberis nevinii",NA
"127",955,"Berberis pinnata","","Berberis",2,"Berberis pinnata","Roxb.","Berberis",2,656737,1,FALSE,0.8,0,NA,"Mahonia roxburghii","(DC.) Takeda",120625,"Berberidaceae",NA,"Mahonia roxburghii","Multiple results"
"130",956,"Berberis vulgaris","","Berberis",2,"Berberis vulgaris"," L.","Berberis",2,120512,1,FALSE,0.8,0,NA,NA,NA,NA,"Berberidaceae",NA,"Berberis vulgaris",NA
"256",957,"Chelidonium majus","","Chelidonium",2,"Chelidonium majus","L.","Chelidonium",2,126149,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Chelidonium majus",NA
"374",958,"Dendromecon harfordii","","Dendromecon",2,"Dendromecon harfordii","Kellogg","Dendromecon",2,125644,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Dendromecon harfordii",NA
"375",959,"Dendromecon rigida","","Dendromecon",2,"Dendromecon rigida"," Benth.","Dendromecon",2,125645,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Dendromecon rigida",NA
"377",960,"Dicentra formosa","","Dicentra",2,"Dicentra formosa"," (Andrews) Walp.","Dicentra",2,126189,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Dicentra formosa",NA
"420",961,"Ehrendorferia chrysantha","","Ehrendorferia",2,"Ehrendorferia chrysantha","(Hook. &  Arn.) J.Rylander","Ehrendorferia",2,126183,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Ehrendorferia chrysantha",NA
"421",962,"Emmenanthe penduliflora","","Emmenanthe",2,"Emmenanthe penduliflora","Benth.","Emmenanthe",2,349956,1,FALSE,0.8,0,NA,NA,NA,NA,"Hydrophyllaceae",NA,"Emmenanthe penduliflora",NA
"491",963,"Eschscholzia californica","","Eschscholzia",2,"Eschscholzia californica"," Cham.","Eschscholzia",2,125650,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Eschscholzia californica",NA
"493",964,"Eschscholzia minutiflora","","Eschscholzia",2,"Eschscholzia minutiflora"," S.Watson","Eschscholzia",2,125659,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Eschscholzia minutiflora",NA
"528",965,"Fumaria agraria","","Fumaria",2,"Fumaria agraria","Lag.","Fumaria",2,126856,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Fumaria agraria",NA
"529",966,"Fumaria capreolata","","Fumaria",2,"Fumaria capreolata","L.","Fumaria",2,126868,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Fumaria capreolata",NA
"530",967,"Fumaria officinalis","","Fumaria",2,"Fumaria officinalis"," L.","Fumaria",2,126909,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Fumaria officinalis",NA
"567",968,"Glaucium bracteatum","","Glaucium",2,"Glaucium bracteatum","Popov","Glaucium",2,666728,1,FALSE,0.8,0,NA,"Glaucium elegans ssp. bracteatum","(Popov) Mory",126128,"Papaveraceae",NA,"Glaucium elegans",NA
"902",969,"Papaver argemone","","Papaver",2,"Papaver argemone","L.","Papaver",2,125872,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Papaver argemone",NA
"904",970,"Papaver dubium","","Papaver",2,"Papaver dubium"," L.","Papaver",2,125911,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Papaver dubium",NA
"905",971,"Papaver hybridum","","Papaver",2,"Papaver hybridum","L.","Papaver",2,125936,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Papaver hybridum",NA
"907",972,"Papaver rhoeas","","Papaver",2,"Papaver rhoeas"," L.","Papaver",2,126037,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Papaver rhoeas",NA
"1049",973,"Romneya coulteri","","Romneya",2,"Romneya coulteri","Harv.","Romneya",2,126089,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Romneya coulteri",NA
"1092",974,"Sarcocapnos enneaphylla","","Sarcocapnos",2,"Sarcocapnos enneaphylla"," (L.) DC.","Sarcocapnos",2,126992,1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Sarcocapnos enneaphylla",NA
"434",975,"Eranthis cilicicus","","Eranthis",2,"Eranthis cilicicus","Schott & Kotschy","Eranthis",2,665490,1,FALSE,0.8,0,NA,"Eranthis hyemalis","(L.) Salisb.",125596,"Ranunculaceae",NA,"Eranthis hyemalis",NA
"23",976,"Adonis microcarpa","","Adonis",2,"Adonis microcarpa","DC.","Adonis",2,125446,1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Adonis microcarpa",NA
"1277",977,"Trollius europaeus","","Trollius",2,"Trollius europaeus","L.","Trollius",2,125485,1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Trollius europaeus",NA
"61",978,"Anemonoides grayi","","Anemonoides",2,"Anemonoides grayi","(Behr & Kellogg) Starod.","Anemonoides",2,660148,1,FALSE,0.8,0,NA,"Anemone oregana","A.Gray",122663,"Ranunculaceae",NA,"Anemone oregana",NA
