Major lineage,Order,Family,Tribe,Species (names WFO),Species (names WFO)2,Anthocyanins,Aurones,Carotenoids,Chlorophylls, N_pigments
Eudicotyledoneae,Lamiales,Lamiaceae,,Acanthomintha_lanceolata,Acanthomintha lanceolata,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Agastache_urticifolia,Agastache urticifolia,1,0,0,1,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Ajuga_iva,Ajuga iva,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Clinopodium_nepeta,Clinopodium nepeta,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Condea_emoryi,Condea emoryi,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Lamium_amplexicaule,Lamium amplexicaule,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Lavandula_dentata,Lavandula dentata,1,0,0,1,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Lavandula_multifida,Lavandula multifida,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Lavandula_pedunculata,Lavandula pedunculata,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Lavandula_stoechas,Lavandula stoechas,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Lepechinia_calycina,Lepechinia calycina,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Marrubium_vulgare,Marrubium vulgare,0,0,0,0,0
Eudicotyledoneae,Lamiales,Lamiaceae,,Micromeria_douglasii,Micromeria douglasii,0,0,0,0,0
Eudicotyledoneae,Lamiales,Lamiaceae,,Micromeria_graeca,Micromeria graeca,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Monardella_douglasii,Monardella douglasii,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Monardella_macrantha,Monardella macrantha,1,0,1,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Monardella_odoratissima,Monardella odoratissima,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Phlomis_lychnitis,Phlomis lychnitis,0,0,1,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Phlomis_purpurea,Phlomis purpurea,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Prunella_vulgaris,Prunella vulgaris,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Rosmarinus_officinalis,Rosmarinus officinalis,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_brandegeei,Salvia brandegeei,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_clevelandii,Salvia clevelandii,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_dorrii,Salvia dorrii,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_leucophylla,Salvia leucophylla,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_mellifera,Salvia mellifera,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_microphylla,Salvia microphylla,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_munzii,Salvia munzii,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_sonomensis,Salvia sonomensis,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_spathacea,Salvia spathacea,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_verbenaca,Salvia verbenaca,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Satureja_obovata,Satureja obovata,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Scutellaria_tuberosa,Scutellaria tuberosa,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Stachys_bullata,Stachys bullata,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Stachys_chamissonis,Stachys chamissonis,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Stachys_ocymastrum,Stachys ocymastrum,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Teucrium_capitatum,Teucrium capitatum,0,0,0,0,0
Eudicotyledoneae,Lamiales,Lamiaceae,,Teucrium_fruticans,Teucrium fruticans,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Teucrium_glandulosum,Teucrium glandulosum,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Thymus_mastichina,Thymus mastichina,0,0,0,0,0
Eudicotyledoneae,Lamiales,Lamiaceae,,Trichostema_lanatum,Trichostema lanatum,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Trichostema_lanceolatum,Trichostema lanceolatum,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Vitex_agnus-castus,Vitex agnus-castus,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lentibulariaceae,,Pinguicula_vulgaris,Pinguicula vulgaris,1,NA,0,NA,NA
Eudicotyledoneae,Lamiales,Lentibulariaceae,,Utricularia_tricolor,Utricularia tricolor,1,0,0,0,1
Eudicotyledoneae,Lamiales,Lentibulariaceae,,Utricularia_triloba,Utricularia triloba,0,0,1,0,1
Eudicotyledoneae,Lamiales,Oleaceae,,Osmanthus_ fragrans,Osmanthus  fragrans,NA,NA,1,NA,NA
Eudicotyledoneae,Lamiales,Oleaceae,,Forsythia_ovata,Forsythia ovata,NA,NA,1,NA,NA
Eudicotyledoneae,Lamiales,Oleaceae,,Jasminum_beesianum,Jasminum beesianum,1,NA,NA,NA,NA
Eudicotyledoneae,Lamiales,Oleaceae,,Jasminum_officinale,Jasminum officinale,1,0,0,0,1
Eudicotyledoneae,Lamiales,Oleaceae,,Ligustrum_vulgare,Ligustrum vulgare,0,NA,0,NA,NA
Eudicotyledoneae,Lamiales,Orobanchaceae,,Agalinis_brachyphylla,Agalinis brachyphylla,1,0,0,0,1
Eudicotyledoneae,Lamiales,Orobanchaceae,,Aphyllon_fasciculatum,Aphyllon fasciculatum,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Bellardia_trixago,Bellardia trixago,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Castilleja_affinis,Castilleja affinis,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Castilleja_ambigua,Castilleja ambigua,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Castilleja_applegatei,Castilleja applegatei,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Castilleja_densiflora,Castilleja densiflora,1,0,1,1,3
Eudicotyledoneae,Lamiales,Orobanchaceae,,Castilleja_exserta,Castilleja exserta,1,0,1,1,3
Eudicotyledoneae,Lamiales,Orobanchaceae,,Castilleja_foliolosa,Castilleja foliolosa,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Castilleja_latifolia,Castilleja latifolia,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Castilleja_mendocinensis,Castilleja mendocinensis,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Castilleja_miniata,Castilleja miniata,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Castilleja_minor,Castilleja minor,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Cistanche_phelipaea,Cistanche phelipaea,0,0,0,0,0
Eudicotyledoneae,Lamiales,Orobanchaceae,,Cordylanthus_rigidus,Cordylanthus rigidus,0,0,1,1,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Euphrasia_parviflora ,Euphrasia parviflora ,0,NA,0,NA,NA
Eudicotyledoneae,Lamiales,Orobanchaceae,,Orobanche_crenata,Orobanche crenata,1,0,0,0,1
Eudicotyledoneae,Lamiales,Orobanchaceae,,Orobanche_gracilis,Orobanche gracilis,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Orobanche_latisquama,Orobanche latisquama,1,0,0,0,1
Eudicotyledoneae,Lamiales,Orobanchaceae,,Orthocarpus_cuspidatus,Orthocarpus cuspidatus,1,0,0,1,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Parentucellia_latifolia,Parentucellia latifolia,1,0,0,0,1
Eudicotyledoneae,Lamiales,Orobanchaceae,,Parentucellia_viscosa,Parentucellia viscosa,0,0,1,0,1
Eudicotyledoneae,Lamiales,Orobanchaceae,,Pedicularis_densiflora,Pedicularis densiflora,1,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Pedicularis_sylvatica,Pedicularis sylvatica,1,0,0,0,1
Eudicotyledoneae,Lamiales,Orobanchaceae,,Phelipanche_ramosa,Phelipanche ramosa,1,0,0,0,1
Eudicotyledoneae,Lamiales,Orobanchaceae,,Physocalyx_major,Physocalyx major,0,0,1,0,1
Eudicotyledoneae,Lamiales,Phrymaceae,,Diplacus_aurantiacus,Diplacus aurantiacus,1,0,1,0,2
Eudicotyledoneae,Lamiales,Phrymaceae,,Diplacus_brevipes,Diplacus brevipes,0,0,1,0,1
Eudicotyledoneae,Lamiales,Phrymaceae,,Diplacus_kelloggii,Diplacus kelloggii,1,0,0,0,1
Eudicotyledoneae,Lamiales,Phrymaceae,,Diplacus_longiflorus,Diplacus longiflorus,0,0,1,0,1
Eudicotyledoneae,Lamiales,Phrymaceae,,Diplacus_parviflorus,Diplacus parviflorus,1,0,1,0,2
Eudicotyledoneae,Lamiales,Phrymaceae,,Diplacus_puniceus,Diplacus puniceus,1,0,1,0,2
Eudicotyledoneae,Lamiales,Phrymaceae,,Erythranthe_pardalis,Erythranthe pardalis,1,0,1,0,2
Eudicotyledoneae,Lamiales,Phrymaceae,,Erythranthe_guttata,Erythranthe guttata,1,0,1,0,2
Eudicotyledoneae,Lamiales,Phrymaceae,,Erythranthe_lutea,Erythranthe lutea,1,0,1,0,2
Eudicotyledoneae,Lamiales,Phrymaceae,,Erythranthe_moschata,Erythranthe moschata,0,0,1,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Antirrhinum_majus,Antirrhinum majus,1,1,0,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Antirrhinum_meonanthum,Antirrhinum meonanthum,NA,1,NA,NA,NA
Eudicotyledoneae,Lamiales,Plantaginaceae,,Chaenorhinum_villosum,Chaenorhinum villosum,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Collinsia_heterophylla,Collinsia heterophylla,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Cymbalaria_muralis,Cymbalaria muralis,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Gambelia_juncea,Gambelia juncea,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Gambelia_speciosa,Gambelia speciosa,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,﻿Keckiella_breviflora,﻿Keckiella breviflora,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Keckiella_cordifolia,Keckiella cordifolia,1,0,1,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Keckiella_corymbosa,Keckiella corymbosa,1,0,1,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Linaria_nivea,Linaria nivea,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Linaria_platycalyx,Linaria platycalyx,0,1,1,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Linaria_spartea,Linaria spartea,0,1,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Linaria_tristis,Linaria tristis,1,1,0,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Linaria_viscida,Linaria viscida,0,1,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Maurandella_antirrhiniflora,Maurandella antirrhiniflora,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Misopates_orontium,Misopates orontium,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Penstemon_barbatus,Penstemon barbatus,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Penstemon_centranthifolius,Penstemon centranthifolius,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Penstemon_clevelandii,Penstemon clevelandii,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Penstemon_eatonii,Penstemon eatonii,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Penstemon_grinnellii,Penstemon grinnellii,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,﻿Penstemon_heterophyllus,﻿Penstemon heterophyllus,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Penstemon_newberryi,Penstemon newberryi,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Penstemon_parryi,Penstemon parryi,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Penstemon_rattanii,Penstemon rattanii,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Penstemon_rostriflorus,Penstemon rostriflorus,1,0,1,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Rhodochiton_atrosanguineum ,Rhodochiton atrosanguineum ,1,NA,0,NA,NA
Eudicotyledoneae,Lamiales,Plantaginaceae,,Sairocarpus_multiflorus,Sairocarpus multiflorus,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Sairocarpus_vexillocalyculatus,Sairocarpus vexillocalyculatus,1,0,0,0,1
Eudicotyledoneae,Lamiales,Plantaginaceae,,Veronica_chamaedrys,Veronica chamaedrys,1,NA,0,NA,NA
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Buddleja_davidii,Buddleja davidii,1,NA,0,NA,NA
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Scrophularia_auriculata,Scrophularia auriculata,1,0,0,1,2
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Scrophularia_californica,Scrophularia californica,1,0,1,1,3
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Scrophularia_canina,Scrophularia canina,1,0,0,0,1
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Scrophularia_sambucifolia,Scrophularia sambucifolia,1,0,1,1,3
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Verbascum_giganteum,Verbascum giganteum,0,0,1,0,1
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Verbascum_sinuatum,Verbascum sinuatum,0,0,1,0,1
Eudicotyledoneae,Lamiales,Verbenaceae,,Lippia_balansae,Lippia balansae,0,0,0,0,0
Eudicotyledoneae,Lamiales,Verbenaceae,,Petrea_volubilis,Petrea volubilis,1,0,0,0,1
Eudicotyledoneae,Lamiales,Verbenaceae,,Phyla_nodiflora,Phyla nodiflora,1,0,1,1,3
Eudicotyledoneae,Lamiales,Verbenaceae,,Verbena_lasiostachys,Verbena lasiostachys,1,0,0,0,1
Eudicotyledoneae,Lamiales,Verbenaceae,,Verbena_lilacina,Verbena lilacina,1,0,0,0,1
Eudicotyledoneae,Lamiales,Verbenaceae,,Verbena_officinalis,Verbena officinalis,1,NA,0,NA,NA
Eudicotyledoneae,Malpighiales,Calophyllaceae,,Kielmeyera_petiolaris,Kielmeyera petiolaris,0,0,0,1,1
Eudicotyledoneae,Malpighiales,Calophyllaceae,,Kielmeyera_regalis,Kielmeyera regalis,1,0,0,0,1
Eudicotyledoneae,Malpighiales,Cytinaceae,,Cytinus_hypocistis,Cytinus hypocistis,1,0,0,0,1
Eudicotyledoneae,Malpighiales,Cytinaceae,,Cytinus_ruber,Cytinus ruber,1,0,0,0,1
Eudicotyledoneae,Malpighiales,Hypericaceae,,Hypericum_perforatum,Hypericum perforatum,1,0,1,0,2
Eudicotyledoneae,Malpighiales,Hypericaceae,,Hypericum_spruneri,Hypericum spruneri,1,0,1,0,2
Eudicotyledoneae,Malpighiales,Hypericaceae,,Hypericum_undulatum,Hypericum undulatum,0,0,1,0,1
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Croton_californicus,Croton californicus,0,0,1,1,2
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_exigua,Euphorbia exigua,1,0,1,1,3
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_helioscopia,Euphorbia helioscopia,0,0,1,1,2
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_misera,Euphorbia misera,1,0,0,1,2
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_peplus,Euphorbia peplus,0,0,0,1,1
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_segetalis,Euphorbia segetalis,0,0,1,1,2
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_serrata,Euphorbia serrata,0,0,1,1,2
Eudicotyledoneae,Malpighiales,Linaceae,,Linum_bienne,Linum bienne,1,0,0,0,1
Eudicotyledoneae,Malpighiales,Linaceae,,Linum_bavaricum,Linum bavaricum,0,NA,0,NA,NA
Eudicotyledoneae,Malpighiales,Linaceae,,Linum_tenue,Linum tenue,0,0,1,0,1
Eudicotyledoneae,Malpighiales,Linaceae,,Linum_trigynum,Linum trigynum,0,0,1,0,1
Eudicotyledoneae,Malpighiales,Linaceae,,Linum_usitatissimum,Linum usitatissimum,1,0,0,0,1
Eudicotyledoneae,Malpighiales,Malpighiaceae,,Banisteriopsis_campestris,Banisteriopsis campestris,1,0,0,0,1
Eudicotyledoneae,Malpighiales,Malpighiaceae,,Banisteriopsis_stellaris,Banisteriopsis stellaris,0,0,0,1,1
Eudicotyledoneae,Malpighiales,Malpighiaceae,,Byrsonima_basiloba,Byrsonima basiloba,0,0,1,0,1
Eudicotyledoneae,Malpighiales,Malpighiaceae,,Byrsonima_intermedia,Byrsonima intermedia,0,0,1,0,1
Eudicotyledoneae,Malpighiales,Malpighiaceae,,Byrsonima_dealbata,Byrsonima dealbata,0,0,1,0,1
Eudicotyledoneae,Malpighiales,Ochnaceae,,Luxemburgia_ciliosa,Luxemburgia ciliosa,0,0,1,0,1
Eudicotyledoneae,Malpighiales,Passifloraceae,,Passiflora_amethystina,Passiflora amethystina,1,0,0,0,1
Eudicotyledoneae,Malpighiales,Phyllanthaceae,,Phyllanthus_klotzschianus,Phyllanthus klotzschianus,0,0,1,0,1
Eudicotyledoneae,Malpighiales,Turneraceae,,Turnera_hilaireana,Turnera hilaireana,0,0,1,0,1
Eudicotyledoneae,Malpighiales,Violaceae,,Viola_adunca,Viola adunca,1,0,0,0,1
Eudicotyledoneae,Malpighiales,Violaceae,,Viola_demetria,Viola demetria,1,0,1,0,2
Eudicotyledoneae,Malpighiales,Violaceae,,Viola_glabella,Viola glabella,1,0,1,1,3
Eudicotyledoneae,Malpighiales,Violaceae,,Viola_ocellata,Viola ocellata,1,0,1,0,2
Eudicotyledoneae,Malpighiales,Violaceae,,Viola_riviniana ,Viola riviniana ,1,NA,0,NA,NA
Eudicotyledoneae,Malpighiales,Violaceae,,Viola_tricolor,Viola tricolor,1,0,1,0,2
Eudicotyledoneae,Malpighiales,Violaceae,,Viola_sempervirens,Viola sempervirens,1,0,1,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_albidus,Cistus albidus,1,0,0,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_atriplicifolius,Cistus atriplicifolius,0,0,1,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_calycinus,Cistus calycinus,0,0,1,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_crispus,Cistus crispus,1,0,0,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_halimifolius,Cistus halimifolius,0,0,1,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_ladanifer,Cistus ladanifer,1,0,0,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_libanotis,Cistus libanotis,0,0,1,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_monspeliensis,Cistus monspeliensis,0,0,1,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_populifolius,Cistus populifolius,0,0,0,0,0
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_salviifolius,Cistus salviifolius,0,0,1,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Crocanthemum_scoparium,Crocanthemum scoparium,0,0,1,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Fumana_lacidulemiensis,Fumana lacidulemiensis,0,0,1,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Helianthemum_cinereum,Helianthemum cinereum,0,0,1,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Tuberaria_guttata,Tuberaria guttata,1,0,1,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Tuberaria_lignosa,Tuberaria lignosa,0,0,1,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Hibiscus_denudatus,Hibiscus denudatus,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Brachychiton_acerifolius,Brachychiton acerifolius,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Brachychiton_populneus,Brachychiton populneus,1,0,0,1,2
Eudicotyledoneae,Malvales,Malvaceae,,Malacothamnus_fasciculatus,Malacothamnus fasciculatus,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Malacothamnus_palmeri,Malacothamnus palmeri,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Malva_assurgentiflora,Malva assurgentiflora,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Malva_maroccana,Malva maroccana,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Malva_multiflora,Malva multiflora,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Malva_nicaeensis,Malva nicaeensis,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Malva_parviflora,Malva parviflora,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Malva_sylvestris,Malva sylvestris,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Malva_trimestris,Malva trimestris,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Sidalcea_malviflora,Sidalcea malviflora,1,0,0,0,1
Eudicotyledoneae,Malvales,Malvaceae,,Sphaeralcea_fulva,Sphaeralcea fulva,0,0,0,0,0
Eudicotyledoneae,Malvales,Thymelaeaceae,,Daphne_gnidium,Daphne gnidium,0,0,0,0,0
Eudicotyledoneae,Malvales,Thymelaeaceae,,Daphne_laureola,Daphne laureola,0,0,0,1,1
Eudicotyledoneae,Myrtales,Lythraceae,,Cuphea_ericoides,Cuphea ericoides,1,0,1,0,2
Eudicotyledoneae,Myrtales,Lythraceae,,Cuphea_linarioides,Cuphea linarioides,1,0,0,0,1
Eudicotyledoneae,Myrtales,Lythraceae,,Diplusodon_orbicularis,Diplusodon orbicularis,1,0,0,0,1
Eudicotyledoneae,Myrtales,Lythraceae,,Lythrum_salicaria,Lythrum salicaria,1,0,0,0,1
Eudicotyledoneae,Myrtales,Lythraceae,,Lythrum_junceum,Lythrum junceum,1,0,0,0,1
Eudicotyledoneae,Myrtales,Lythraceae,,Punica_granatum,Punica granatum,1,0,0,0,1
Eudicotyledoneae,Myrtales,Melastomataceae,,Cambessedesia_corymbosa,Cambessedesia corymbosa,1,1,1,0,3
Eudicotyledoneae,Myrtales,Melastomataceae,,Cambessedesia_semidecandra,Cambessedesia semidecandra,1,1,0,0,2
Eudicotyledoneae,Myrtales,Melastomataceae,,Chaetostoma_armatum,Chaetostoma armatum,1,0,0,0,1
Eudicotyledoneae,Myrtales,Melastomataceae,,Lavoisiera_confertiflora,Lavoisiera confertiflora,1,0,0,0,1
Eudicotyledoneae,Myrtales,Melastomataceae,,Lavoisiera_imbricata,Lavoisiera imbricata,1,0,0,0,1
Eudicotyledoneae,Myrtales,Melastomataceae,,Marcetia_taxifolia,Marcetia taxifolia,1,0,0,0,1
Eudicotyledoneae,Myrtales,Melastomataceae,,Miconia_irwinii,Miconia irwinii,0,0,0,0,0
Eudicotyledoneae,Myrtales,Melastomataceae,,Miconia_rubiginosa,Miconia rubiginosa,0,0,0,0,0
Eudicotyledoneae,Myrtales,Melastomataceae,,Microlicia_amplexicaulis,Microlicia amplexicaulis,0,0,0,0,0
Eudicotyledoneae,Myrtales,Melastomataceae,,Microlicia_cardiophora,Microlicia cardiophora,1,0,0,0,1
Eudicotyledoneae,Myrtales,Melastomataceae,,Pleroma_heteromalla,Pleroma heteromalla,1,0,0,0,1
Eudicotyledoneae,Myrtales,Melastomataceae,,Siphanthera_arenaria,Siphanthera arenaria,1,0,0,0,1
Eudicotyledoneae,Myrtales,Myrtaceae,,Campomanesia_pubescens,Campomanesia pubescens,0,0,0,0,0
Eudicotyledoneae,Myrtales,Myrtaceae,,Eugenia,Eugenia,0,0,0,0,0
Eudicotyledoneae,Myrtales,Myrtaceae,,Myrcia_guianensis,Myrcia guianensis,0,0,0,0,0
Eudicotyledoneae,Myrtales,Myrtaceae,,Myrtus_communis,Myrtus communis,0,0,0,0,0
Eudicotyledoneae,Myrtales,Onagraceae,,Camissonia_ovata,Camissonia ovata,0,0,1,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Camissoniopsis_cheiranthifolia,Camissoniopsis cheiranthifolia,0,1,1,0,2
Eudicotyledoneae,Myrtales,Onagraceae,,Camissoniopsis_micrantha,Camissoniopsis micrantha,0,0,1,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,﻿Circaea_alpina,﻿Circaea alpina,0,0,0,1,1
Eudicotyledoneae,Myrtales,Onagraceae,,Circaea_lutetiana,Circaea lutetiana,0,NA,0,NA,NA
Eudicotyledoneae,Myrtales,Onagraceae,,Clarkia_concinna,Clarkia concinna,1,0,0,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Clarkia_purpurea,Clarkia purpurea,1,0,0,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Clarkia_rhomboidea,Clarkia rhomboidea,1,0,0,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Clarkia_rubicunda,Clarkia rubicunda,1,0,0,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Clarkia_unguiculata,Clarkia unguiculata,1,0,0,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Epilobium_angustifolium,Epilobium angustifolium,1,0,0,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Epilobium_canum,Epilobium canum,1,0,0,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Epilobium_ciliatum,Epilobium ciliatum,1,0,0,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Epilobium_montanum,Epilobium montanum,1,NA,0,NA,NA
Eudicotyledoneae,Myrtales,Onagraceae,,Epilobium_septentrionale,Epilobium septentrionale,1,0,0,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Fuchsia_magellanica,Fuchsia magellanica,1,NA,0,NA,NA
Eudicotyledoneae,Myrtales,Onagraceae,,Ludwigia_peploides,Ludwigia peploides,0,0,1,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Oenothera_ cambrica,Oenothera  cambrica,0,NA,1,NA,NA
Eudicotyledoneae,Myrtales,Onagraceae,,Oenothera_biennis,Oenothera biennis,NA,NA,1,NA,NA
Eudicotyledoneae,Myrtales,Onagraceae,,Oenothera_elata,Oenothera elata,0,0,1,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Oenothera_rosea,Oenothera rosea,1,NA,0,NA,NA
